"GeneID","GeneName","control.Expression","treat.Expression","log2FoldChange","pvalue","padj","Up.Down.Regulation","shNC_HT29.1","shNC_HT29.2","shNC_HT29.3","shHMGA1_HT29.1","shHMGA1_HT29.2","shHMGA1_HT29.3"
"ENSG00000163814.8","CDCP1",9582.650321,6721.162967,-0.511713839,1.12e-22,1.03e-20,"*",59.91,59.6,57.84,42.72,42.36,38.88
"ENSG00000100234.11","TIMP3",320.4225499,106.378693,-1.590766465,1.19e-22,1.09e-20,"Down",2.53,2.53,2.56,0.97,0.75,0.83
"ENSG00000164733.21","CTSB",12833.16968,8900.061465,-0.527990343,1.21e-22,1.1e-20,"*",242.04,250.66,260.53,165.8,177.46,168.33
"ENSG00000112118.19","MCM3",7464.608896,11039.71047,0.564563758,1.9e-22,1.72e-20,"*",96.84,96.2,99.7,149.69,133.95,145.16
"ENSG00000119333.11","WDR34",3101.25623,4701.721626,0.600336396,1.96e-22,1.77e-20,"*",75.97,77.74,83.51,124.08,117.33,122.68
"ENSG00000113140.11","SPARC",344.7644918,125.1328909,-1.462150147,1.97e-22,1.77e-20,"Down",7.77,7.89,9.41,3.45,3.62,3.14
"ENSG00000166710.19","B2M",9700.807336,7024.715572,-0.465665006,2.09e-22,1.87e-20,"*",855.01,871.99,888.49,631.43,634.07,662.11
"ENSG00000168496.4","FEN1",4221.752037,6481.753463,0.618542303,2.16e-22,1.92e-20,"*",83.87,83.5,86.96,139.63,121.65,133.73
"ENSG00000197467.14","COL13A1",521.9762302,213.2959213,-1.291127732,2.29e-22,2.02e-20,"Down",11.6,13.23,13.1,4.85,4.39,5.68
"ENSG00000196743.8","GM2A",2134.195083,1393.718121,-0.61475325,2.57e-22,2.26e-20,"*",20.97,21.33,20.12,13.8,13.6,13.59
"ENSG00000146670.10","CDCA5",2152.901491,3563.977324,0.727205849,2.7e-22,2.35e-20,"*",35.11,34.49,36.9,63.26,52.72,59.67
"ENSG00000124145.6","SDC4",4383.205911,3010.01183,-0.542217297,2.77e-22,2.41e-20,"*",66.98,63.71,65.99,46.05,44.24,46.36
"ENSG00000103257.9","SLC7A5",12465.59227,17132.36877,0.458773207,2.87e-22,2.48e-20,"*",99.47,98.01,102.45,137.94,142.16,136.07
"ENSG00000115758.13","ODC1",15057.96178,20992.89793,0.479374833,3.17e-22,2.72e-20,"*",243.18,253.52,264.95,349.26,358.18,349.53
"ENSG00000164251.5","F2RL1",6337.221785,4386.590297,-0.53075054,4.06e-22,3.47e-20,"*",81.59,90.19,82.61,60.71,57.83,58.68
"ENSG00000103888.17","CEMIP",1167.815635,656.0367717,-0.831963944,4.12e-22,3.5e-20,"*",7.03,5.84,6,4.28,3.9,3.48
"ENSG00000166508.17","MCM7",13249.97308,19509.26964,0.558170341,4.4e-22,3.72e-20,"*",176.59,179.85,190.19,281.66,261.55,268.21
"ENSG00000149948.13","HMGA2",4343.479015,6491.933089,0.579797063,5.16e-22,4.35e-20,"*",47.4,47.68,44.72,63.14,71.91,68.57
"ENSG00000073111.14","MCM2",5585.817379,8510.48585,0.607473088,7.77e-22,6.51e-20,"*",58.24,61.84,65,101.2,90.27,92.12
"ENSG00000095015.6","MAP3K1",802.7297375,405.5719706,-0.984956394,9.33e-22,7.78e-20,"*",4.3,4.23,4.02,2.3,2.13,1.97
"ENSG00000111799.21","COL12A1",4516.298645,2789.706361,-0.695027614,1.56e-21,1.3e-19,"*",15.75,15.91,15.34,11.05,10.13,9.83
"ENSG00000136699.19","SMPD4",3620.796872,5149.217145,0.508045867,1.62e-21,1.34e-19,"*",40.61,42.23,39.9,57.01,57.64,61.05
"ENSG00000130204.13","AC011481.1",2884.509252,4285.66377,0.571192778,1.92e-21,1.58e-19,"*",85.65,96.49,99.39,129.53,143.19,135.03
"ENSG00000108511.10","HOXB6",664.8880749,322.3596715,-1.044440234,2.04e-21,1.67e-19,"Down",16.58,19.74,18.89,10.35,8.87,8.52
"ENSG00000137801.10","THBS1",713.1868636,245.5841188,-1.538062861,2.22e-21,1.81e-19,"Down",4.74,5.48,3.73,2.39,1.02,1.76
"novel.24205","novel.24205",66.22585717,239.504126,1.854583993,3.21e-21,2.6e-19,"Up",7.51,8.45,10.93,32.01,32.39,35.99
"novel.12850","novel.12850",193.2991571,624.5469316,1.691974641,4.58e-21,3.69e-19,"Up",2.12,2.57,1.4,6.19,7.84,5.54
"ENSG00000167670.16","CHAF1A",2163.712945,3278.242405,0.599413424,4.86e-21,3.89e-19,"*",25.4,26.72,27.09,40.99,36.79,38.77
"ENSG00000221978.12","CCNL2",2704.930488,3896.450694,0.526569041,5.78e-21,4.61e-19,"*",54.29,55.61,51.04,73.35,73.23,71.27
"ENSG00000213024.11","NUP62",3193.334442,4470.564204,0.485393261,6.46e-21,5.13e-19,"*",41.88,42.25,41.97,58.44,59.54,59.63
"ENSG00000100311.16","PDGFB",621.5776913,277.2214042,-1.164896074,7.3e-21,5.76e-19,"Down",9.21,9.54,10.49,4.02,5.53,4.16
"ENSG00000145623.13","OSMR",3210.737346,1845.118285,-0.799191344,7.37e-21,5.79e-19,"*",24.64,27.59,23.31,16.53,14.61,13.08
"ENSG00000106665.15","CLIP2",3479.391806,2426.064632,-0.520217161,7.76e-21,6.07e-19,"*",25.07,25.21,25.51,18.05,16.37,17.56
"ENSG00000110422.12","HIPK3",1876.202624,1106.420796,-0.761915465,8.38e-21,6.52e-19,"*",9.7,9.66,8.59,6.32,5.81,4.88
"ENSG00000079999.14","KEAP1",1985.265732,3098.326043,0.642156842,9.28e-21,7.19e-19,"*",29.48,30.67,31.89,45.34,52.02,50.9
"ENSG00000117525.14","F3",546.3619177,254.8923804,-1.099968682,1.16e-20,8.92e-19,"Down",9.33,9.57,8.13,4.18,4.45,4.91
"ENSG00000134802.17","SLC43A3",594.318338,1073.608776,0.853160568,1.42e-20,1.09e-18,"*",11.6,12.14,12.63,22.54,19.24,22.96
"ENSG00000076248.10","UNG",2662.607862,3996.851888,0.586024142,1.53e-20,1.17e-18,"*",49.51,50.51,52.32,72.07,81.79,78.44
"ENSG00000079950.14","STX7",2144.750112,1403.941986,-0.611326245,1.55e-20,1.17e-18,"*",24.84,27.81,24.65,16.61,15.37,15.95
"ENSG00000119596.18","YLPM1",2940.296203,4284.152143,0.543048217,1.54e-20,1.17e-18,"*",19.85,19.12,19.05,28.14,27.74,30.63
"ENSG00000010278.14","CD9",5663.534186,3959.959265,-0.516217022,1.56e-20,1.18e-18,"*",185.37,191.28,201.12,134.47,138.94,138.43
"ENSG00000196562.14","SULF2",1427.905295,816.1757532,-0.80694854,1.66e-20,1.25e-18,"*",22.8,21.9,23.41,11.14,14.29,13.96
"ENSG00000185022.12","MAFF",992.5943541,439.2230498,-1.176250482,1.75e-20,1.31e-18,"Down",16.12,16.24,15.86,8.7,5.83,6.97
"ENSG00000189221.9","MAOA",913.1516285,475.1022506,-0.942616398,2.13e-20,1.59e-18,"*",9.1,9.31,9.46,4.73,5.93,4.66
"ENSG00000130402.12","ACTN4",22121.41658,16712.12812,-0.404548316,2.37e-20,1.76e-18,"*",303.9,308.8,315.01,236.74,237.53,220.1
"ENSG00000126368.6","NR1D1",1342.271638,811.7986345,-0.725482843,2.86e-20,2.1e-18,"*",19.72,18.9,20.27,11.68,12.43,11.87
"ENSG00000149182.15","ARFGAP2",1593.429998,2359.938864,0.566613846,2.99e-20,2.19e-18,"*",36.28,37.23,36.32,52.59,54.82,52.43
"ENSG00000168615.12","ADAM9",9755.048537,6979.332356,-0.483060016,3.61e-20,2.64e-18,"*",93.59,93.36,86.14,67.35,63.97,65.33
"ENSG00000137642.13","SORL1",3619.537587,2278.292,-0.667852735,4.09e-20,2.97e-18,"*",12.39,12.43,11.43,8.68,7.29,7.44
"ENSG00000106462.10","EZH2",2024.029066,3013.635671,0.574275007,4.55e-20,3.29e-18,"*",30.31,33.57,28.51,47.57,44.83,45.89
"ENSG00000058063.16","ATP11B",2191.121983,1414.406786,-0.631472703,5.74e-20,4.14e-18,"*",14.69,14.03,12.76,9.63,8.73,8.4
"ENSG00000198910.13","L1CAM",1442.504252,881.7050291,-0.710207578,8e-20,5.74e-18,"*",12.85,14.55,13.27,10.21,8.27,7.45
"ENSG00000107249.23","GLIS3",268.1108308,76.66122687,-1.806260508,8.21e-20,5.87e-18,"Down",2.22,2.01,2.29,0.95,0.47,0.64
"ENSG00000177084.16","POLE",4108.314045,6053.962923,0.559333372,8.3e-20,5.9e-18,"*",27.31,28.72,26.29,42.37,35.97,40.91
"ENSG00000148680.16","HTR7",515.401644,970.2373481,0.912640577,1.18e-19,8.39e-18,"*",6.41,5.88,6.03,10.31,12.93,11.91
"ENSG00000112183.15","RBM24",294.3026196,107.0891365,-1.458488249,1.2e-19,8.46e-18,"Down",4.25,4.84,4.03,1.7,1.49,1.56
"ENSG00000173898.13","SPTBN2",1049.27511,1641.427868,0.645558364,1.27e-19,8.9e-18,"*",4.2,3.82,8.26,10.17,7.3,8.51
"ENSG00000173221.14","GLRX",1180.042416,719.8683066,-0.713033809,1.37e-19,9.59e-18,"*",69.85,69.09,78.61,45.84,48.83,43.38
"ENSG00000101057.16","MYBL2",2539.15355,3971.085693,0.645185852,1.49e-19,1.04e-17,"*",35.14,37.56,36.86,60.89,52,60.01
"ENSG00000150051.14","MKX",620.6095426,1137.784185,0.874469148,1.53e-19,1.06e-17,"*",7.83,7.94,6.45,12.55,14.22,12.81
"ENSG00000125398.7","SOX9",4795.370555,3093.930742,-0.632201399,1.6e-19,1.1e-17,"*",44.9,44.56,45.68,25.83,31.96,30.15
"ENSG00000100106.21","TRIOBP",6457.392636,4792.753592,-0.430096982,2.19e-19,1.51e-17,"*",114.01,116.75,114.02,86.09,87.54,84.31
"ENSG00000108312.15","UBTF",3521.015814,4990.762796,0.503268629,2.54e-19,1.74e-17,"*",43.06,42.23,43.24,57.43,62.91,62.1
"ENSG00000162636.16","FAM102B",1876.837256,989.007039,-0.924250863,2.88e-19,1.97e-17,"*",12.81,12.07,11.29,7.43,5.36,6.42
"ENSG00000118898.16","PPL",5436.338935,3976.236925,-0.451231683,2.9e-19,1.97e-17,"*",32.03,31.91,32.19,23.45,24.13,23.73
"ENSG00000131876.17","SNRPA1",1618.690881,2497.740025,0.625795821,3.18e-19,2.15e-17,"*",96.56,101.04,95.91,155.55,133.77,154.85
"ENSG00000134533.6","RERG",41.62669032,195.4702133,2.231368018,3.23e-19,2.18e-17,"Up",0.65,0.62,1.04,2.99,4.31,3.33
"ENSG00000101384.12","JAG1",5665.856367,3894.635929,-0.540805557,3.26e-19,2.19e-17,"*",39.19,40.04,37.78,26.82,29.11,25.92
"ENSG00000166197.16","NOLC1",11820.21898,15853.88939,0.423580053,3.47e-19,2.32e-17,"*",136.44,139.7,136.15,180.72,198.09,190.62
"ENSG00000107731.12","UNC5B",2547.921116,1496.547583,-0.767682462,4.23e-19,2.82e-17,"*",13.15,13.15,13.73,9.06,7.4,7.3
"ENSG00000196584.3","XRCC2",698.7082605,1164.805981,0.737327567,4.46e-19,2.96e-17,"*",4.17,4.39,4.07,6.93,7.09,6.65
"ENSG00000223959.8","AFG3L1P",871.574444,1430.716585,0.715042113,4.54e-19,3e-17,"*",13.46,16.21,14.72,26.17,24.49,23.68
"ENSG00000070814.19","TCOF1",4059.968408,5636.936404,0.47344279,4.58e-19,3.01e-17,"*",31.21,31.96,31.28,45.57,43.23,44.2
"ENSG00000179409.11","GEMIN4",2002.765397,3085.345287,0.623438519,4.91e-19,3.21e-17,"*",20.96,20.18,21.49,28.95,35.03,32.52
"ENSG00000141510.17","TP53",2777.48867,3933.367288,0.501983881,5.18e-19,3.38e-17,"*",53.01,59.3,57.75,75.9,74.56,69.5
"ENSG00000173638.19","SLC19A1",646.1785992,1132.399153,0.809377699,5.94e-19,3.86e-17,"*",9.02,8.69,8.38,15.83,16.15,15.67
"ENSG00000196497.17","IPO4",1690.027857,2521.526023,0.577250088,7.05e-19,4.57e-17,"*",23.22,21.88,22.8,37.9,39.53,27.99
"ENSG00000276043.5","UHRF1",3937.104823,5367.285291,0.447057451,1.34e-18,8.63e-17,"*",39.65,41.83,39.79,55.64,55.49,54.47
"ENSG00000123240.17","OPTN",1297.856732,790.0122799,-0.716184152,1.53e-18,9.82e-17,"*",18.36,19.55,17.66,12.44,10.87,10.8
"ENSG00000243509.6","TNFRSF6B",1754.750723,453.3657759,-1.952518705,1.7e-18,1.09e-16,"Down",69.98,68.98,73.43,13.93,24.02,18.04
"ENSG00000168542.14","COL3A1",23.57184038,127.7532714,2.438223928,2.02e-18,1.29e-16,"Up",0.18,0.18,0.17,0.95,0.81,0.91
"ENSG00000269343.7","ZNF587B",320.2995228,652.4749612,1.02650089,2.25e-18,1.43e-16,"Up",4.39,4.59,3.89,7.61,9.25,8.62
"ENSG00000128973.13","CLN6",798.1434226,1293.983349,0.697099133,2.31e-18,1.46e-16,"*",15.46,16.36,14.72,25.29,24.94,24.67
"ENSG00000087269.16","NOP14",2909.242524,4164.123407,0.517369255,2.43e-18,1.53e-16,"*",34.13,36.05,35.21,47.31,51.93,51.99
"ENSG00000137331.12","IER3",8516.955867,5019.950594,-0.762664709,2.45e-18,1.54e-16,"*",304.94,294.92,324.08,213.98,161.11,177.99
"ENSG00000116560.11","SFPQ",10966.48231,15358.74901,0.48595988,2.5e-18,1.56e-16,"*",169.11,169.53,164.8,251.48,219.84,239.08
"ENSG00000129255.16","MPDU1",804.7550662,1282.075915,0.671860031,2.64e-18,1.65e-16,"*",32.13,29.98,30.37,53.17,51.9,49.1
"ENSG00000144283.21","PKP4",4368.666851,3161.835573,-0.466430748,4.03e-18,2.5e-16,"*",39.95,39.7,38.24,29.72,28.92,29.16
"ENSG00000181019.13","NQO1",25711.53408,17527.22454,-0.552818129,4.62e-18,2.86e-16,"*",802.88,834.02,849.93,502.14,644.83,593.53
"ENSG00000165731.19","RET",723.2597342,399.5376005,-0.856182554,5.14e-18,3.17e-16,"*",5.68,6.03,5.67,3.33,3.4,3.79
"ENSG00000156535.15","CD109",5774.780646,3637.240228,-0.666921933,5.81e-18,3.56e-16,"*",25.63,25.9,21.58,16.27,14.09,13.06
"ENSG00000093009.9","CDC45",615.3745133,1122.115737,0.866684887,6.55e-18,4.01e-16,"*",16.18,18.93,17.15,32.53,24.29,31.26
"ENSG00000178252.18","WDR6",4451.990135,6238.747487,0.486806022,6.87e-18,4.18e-16,"*",47.6,51.74,63.66,66.99,75.15,81.47
"ENSG00000169432.15","SCN9A",31.16601435,146.2312114,2.230205697,7.19e-18,4.36e-16,"Up",0.29,0.22,0.14,0.8,1.1,0.88
"ENSG00000163235.16","TGFA",2392.641126,1442.85305,-0.729679649,7.26e-18,4.39e-16,"*",26.65,31.49,27.91,18.76,14.61,15.43
"ENSG00000154165.5","GPR15",253.2621308,612.609713,1.274336868,7.44e-18,4.49e-16,"Up",3.77,3.68,3.32,6.72,10.5,9.11
"ENSG00000197451.12","HNRNPAB",9842.797535,12950.32756,0.395848265,7.72e-18,4.63e-16,"*",231.51,232.39,238.97,313.96,310.85,311.79
"ENSG00000112139.16","MDGA1",411.9963251,170.3667035,-1.273988067,7.75e-18,4.63e-16,"Down",2.7,2.09,2.21,1.07,1.01,8.83
"ENSG00000151136.15","BTBD11",640.8777217,342.3039283,-0.90477127,8.69e-18,5.18e-16,"*",4.62,4.83,4.69,2.96,2.42,2.44
"ENSG00000044574.8","HSPA5",39556.57586,30717.81384,-0.364842003,8.79e-18,5.22e-16,"*",365.51,375.69,376.61,287.01,288.62,299.61
"ENSG00000180398.12","MCFD2",3691.683362,2660.25324,-0.47271523,9.02e-18,5.34e-16,"*",37.29,41.21,36.38,27.52,27.19,28.95
"ENSG00000173210.19","ABLIM3",853.3068656,498.6114166,-0.77514874,9.74e-18,5.74e-16,"*",7.81,8.14,7.63,4.66,4.71,4.98
"ENSG00000160072.19","ATAD3B",1125.64053,1791.617888,0.670516795,9.87e-18,5.8e-16,"*",14.94,17.42,20.42,23.85,28.09,29.51
"ENSG00000183778.17","B3GALT5",105.1136218,13.6471013,-2.945283187,1.1e-17,6.45e-16,"Down",0.37,0.29,0.31,0.08,0.04,0.03
"ENSG00000135269.18","TES",4238.847553,2963.798812,-0.516224563,1.14e-17,6.66e-16,"*",75.08,78.55,74.96,56.38,48.1,54.12
"ENSG00000006283.18","CACNA1G",567.2630363,280.3871911,-1.016597414,1.73e-17,1.01e-15,"Down",3.05,3.36,3.52,1.76,1.76,1.45
"ENSG00000168610.14","STAT3",5480.614887,3953.487892,-0.471211756,1.81e-17,1.05e-15,"*",46.11,47.63,47.87,35.51,32.62,33.81
"ENSG00000071242.12","RPS6KA2",931.0322225,536.4965496,-0.795262207,1.93e-17,1.12e-15,"*",5.99,7.05,7.86,3.52,4.74,3.77
"ENSG00000026508.18","CD44",28165.29715,21546.9041,-0.386438097,2e-17,1.15e-15,"*",441.23,462.04,444.48,310.96,347.5,326.17
"ENSG00000174460.4","ZCCHC12",330.8938255,106.6387051,-1.633637204,2.11e-17,1.21e-15,"Down",5.94,6.06,5.83,1.42,2.66,1.71
"ENSG00000147274.14","RBMX",6531.393779,8967.263225,0.457276856,2.35e-17,1.34e-15,"*",142.9,144.72,141.81,175.29,198.92,199.35
"ENSG00000101782.15","RIOK3",2104.784123,1401.374577,-0.586829641,2.9e-17,1.65e-15,"*",23.77,24.04,22.36,15.81,15.2,16.52
"ENSG00000162409.11","PRKAA2",364.6446419,139.9595335,-1.381481434,3.18e-17,1.81e-15,"Down",1.43,1.43,1.27,0.65,0.44,0.51
"ENSG00000185950.9","IRS2",722.8276947,299.496947,-1.271110486,3.26e-17,1.85e-15,"Down",3.28,3.27,2.88,1.6,0.95,1.38
"ENSG00000047644.18","WWC3",516.2507488,263.0089331,-0.972960167,3.42e-17,1.93e-15,"*",3.71,3.83,3.55,2.63,3.37,3.07
"ENSG00000035403.17","VCL",7440.853284,5090.267282,-0.547726661,4.81e-17,2.7e-15,"*",45.64,47.07,45.59,34.73,30.06,30.18
"ENSG00000115594.12","IL1R1",526.1307651,268.083973,-0.972736441,6.18e-17,3.46e-15,"*",4.48,4.27,3.71,2.05,2.13,2.15
"ENSG00000197712.12","FAM114A1",1758.402004,1173.750968,-0.583138588,6.5e-17,3.63e-15,"*",31.12,30.88,30.89,23,20.67,17.57
"ENSG00000115053.16","NCL",31862.80274,43118.37634,0.436429677,7.82e-17,4.35e-15,"*",508.94,514.81,515.39,619.12,715.39,697.18
"ENSG00000015479.18","MATR3",8728.577545,11597.55304,0.410001975,1.09e-16,6.03e-15,"*",134.26,136.82,129.54,176.98,177.58,185.22
"ENSG00000101298.15","SNPH",674.6177746,373.3723031,-0.853455419,1.1e-16,6.05e-15,"*",5.03,5,5.12,2.65,2.84,2.86
"ENSG00000108387.14","4-Sep",467.4922512,219.9059061,-1.0880561,1.1e-16,6.05e-15,"Down",17.22,15.91,17.6,7.08,7.13,8.54
"ENSG00000187741.15","FANCA",2097.159282,3122.027097,0.574046619,1.2e-16,6.59e-15,"*",29.97,33.11,29.74,44.79,40.24,50.5
"ENSG00000107738.20","VSIR",547.0089966,269.7481513,-1.019951489,1.26e-16,6.86e-15,"Down",8.98,8.95,9.66,4.26,3.71,5.17
"ENSG00000189091.13","SF3B3",6884.832047,9174.203861,0.414161505,1.34e-16,7.31e-15,"*",63.92,59.31,67.41,96.61,100.05,92.07
"ENSG00000079931.15","MOXD1",176.309789,50.15117561,-1.813757153,1.36e-16,7.39e-15,"Down",3.3,2.39,3.18,0.72,1.26,0.55
"ENSG00000158941.16","CCAR2",5104.886908,6864.836804,0.427346423,1.37e-16,7.41e-15,"*",122.72,112.13,122.83,164.93,159.09,148.55
"ENSG00000183431.12","SF3A3",3615.432489,4862.000618,0.42738184,1.43e-16,7.71e-15,"*",73.4,69.35,63.79,101.78,103.43,99.52
"ENSG00000166510.14","CCDC68",412.6299766,187.6425879,-1.13686133,1.43e-16,7.71e-15,"Down",4.38,4.72,4.49,2.19,1.79,2.16
"ENSG00000184731.6","FAM110C",947.9062939,568.1574703,-0.738453605,1.54e-16,8.25e-15,"*",9.49,9.43,10.15,6.38,6.09,5.98
"ENSG00000107185.9","RGP1",2537.989625,1774.989948,-0.515875317,1.66e-16,8.89e-15,"*",11.82,11.47,11.2,7.49,8.57,8.05
"ENSG00000180776.15","ZDHHC20",7755.881934,5514.757236,-0.491993463,1.77e-16,9.43e-15,"*",58.53,58.41,51.16,43.09,40.27,39
"ENSG00000111252.10","SH2B3",2029.868439,1305.901011,-0.636340683,1.78e-16,9.45e-15,"*",13.41,14.09,13.97,9.73,8.4,8.58
"ENSG00000176890.16","TYMS",5981.146776,8260.6902,0.465840206,1.83e-16,9.7e-15,"*",152.1,156.22,163.08,232.6,210.99,224.99
"ENSG00000134954.14","ETS1",795.7107093,444.2424804,-0.84089666,1.86e-16,9.83e-15,"*",7.71,8.03,6.5,4.48,4.27,3.94
"ENSG00000179104.9","TMTC2",1005.023316,626.7046787,-0.681371303,2.13e-16,1.12e-14,"*",7.19,7.23,6.74,4.23,4.56,4.57
"ENSG00000106078.19","COBL",1514.753819,1001.583039,-0.596801307,2.17e-16,1.14e-14,"*",11.46,11.14,11.23,8,7.2,6.78
"ENSG00000108773.11","KAT2A",1171.691048,1742.674949,0.572711288,2.2e-16,1.15e-14,"*",15,16.03,15.36,22.58,22.68,22.63
"ENSG00000095303.16","PTGS1",396.2074346,182.2765156,-1.120127254,2.21e-16,1.15e-14,"Down",3.25,3.5,3.36,1.68,1.99,1.66
"ENSG00000196083.10","IL1RAP",290.1788278,113.4987496,-1.354265856,2.23e-16,1.16e-14,"Down",2.61,2.48,2.32,1.11,0.96,0.95
"ENSG00000147853.17","AK3",2440.57745,1613.644268,-0.596899967,2.23e-16,1.16e-14,"*",35.02,37.03,33.04,20.51,23.97,23.75
"ENSG00000068366.19","ACSL4",3613.313618,2536.256495,-0.510621825,2.35e-16,1.21e-14,"*",28.98,29.66,26.2,21.89,18.28,20.66
"ENSG00000092853.14","CLSPN",1384.269727,2120.393576,0.615206993,2.4e-16,1.23e-14,"*",9.94,9.78,9.13,14.34,13.44,14.94
"ENSG00000159314.11","ARHGAP27",1306.645926,761.1534183,-0.779609076,2.49e-16,1.28e-14,"*",14.62,16.61,17.44,8.66,9.57,10.74
"ENSG00000053372.5","MRTO4",1827.147197,2709.17789,0.568262263,2.83e-16,1.45e-14,"*",33.83,36.16,37.27,51.75,57.05,51.84
"ENSG00000106263.18","EIF3B",12284.77649,16402.04763,0.417004323,3.16e-16,1.61e-14,"*",165.91,170.97,167.11,203.77,223.45,231.9
"ENSG00000013573.17","DDX11",2013.286902,2952.298832,0.552285981,3.28e-16,1.67e-14,"*",33.89,35.67,34.72,48.21,44.64,51.61
"ENSG00000160818.16","GPATCH4",707.4871411,1207.465941,0.771206663,3.64e-16,1.84e-14,"*",19.11,19.48,20.16,31.92,32.64,36.24
"ENSG00000132688.11","NES",2443.368836,1668.77439,-0.550082738,3.68e-16,1.86e-14,"*",16.73,15.18,15.57,11.01,10.46,11.21
"ENSG00000147394.18","ZNF185",1586.414635,1038.936504,-0.610662408,4.07e-16,2.05e-14,"*",13.32,15.24,15.18,9.86,9.76,9.18
"ENSG00000164889.14","SLC4A2",4701.843507,6460.176513,0.458347063,4.25e-16,2.13e-14,"*",52.4,54.03,52.74,69.75,75.89,74.06
"ENSG00000180921.7","FAM83H",3285.062017,4653.803792,0.50248978,4.52e-16,2.25e-14,"*",20.76,20.44,20.89,27.23,31.87,29.56
"ENSG00000165501.17","LRR1",520.5470254,888.1402151,0.77075896,4.52e-16,2.25e-14,"*",16.47,17.98,18.17,30.05,31.3,33.86
"ENSG00000151276.23","MAGI1",3304.353852,4605.755758,0.479069719,4.59e-16,2.28e-14,"*",18.27,18.57,17.34,24.98,24.03,22.9
"ENSG00000105971.15","CAV2",2206.800224,1520.731389,-0.537190683,4.65e-16,2.3e-14,"*",40.35,38.65,37.74,25,25.56,27.51
"ENSG00000132773.12","TOE1",314.9867855,598.6285273,0.926369726,4.92e-16,2.43e-14,"*",7,7.27,7.65,12.68,15.69,14.55
"ENSG00000189057.11","FAM111B",439.6064884,758.1029771,0.786181151,5.1e-16,2.51e-14,"*",4.97,5.44,5.01,8.95,8.51,8.29
"ENSG00000121064.12","SCPEP1",1897.07558,1217.813935,-0.639483431,5.13e-16,2.52e-14,"*",39.74,42.62,43.26,25.93,30.12,26.67
"ENSG00000197043.14","ANXA6",8177.649066,5936.715838,-0.462021093,8.14e-16,3.99e-14,"*",124.87,125.49,137.94,89.86,99.59,95.99
"ENSG00000067715.14","SYT1",4307.858108,2968.172044,-0.537396014,8.95e-16,4.37e-14,"*",35.74,36.91,32.87,25.55,23.09,25.07
"ENSG00000196104.11","SPOCK3",185.5489362,401.988083,1.115353004,9.55e-16,4.64e-14,"Up",2.95,2.7,2.83,6.8,5.59,6.02
"ENSG00000169035.12","KLK7",613.0343794,311.3682818,-0.977345995,9.55e-16,4.64e-14,"*",13.18,15.02,15.88,7.05,8.66,7.54
"ENSG00000085063.16","CD59",5088.818607,3786.122304,-0.426609751,9.77e-16,4.73e-14,"*",116.82,129.67,122.55,94.35,101.83,96.14
"ENSG00000139644.13","TMBIM6",23238.73979,17634.96125,-0.39809343,1.06e-15,5.12e-14,"*",314.4,329.32,332.05,262.88,241.77,252.11
"ENSG00000075651.16","PLD1",650.1855345,355.8829604,-0.8694486,1.08e-15,5.18e-14,"*",6.53,7.85,12.55,2.8,4.57,2.99
"ENSG00000110074.10","FOXRED1",1054.47156,1569.932656,0.574182489,1.09e-15,5.23e-14,"*",22.05,24.66,23.65,34.19,34.57,34.92
"ENSG00000014138.9","POLA2",585.699063,970.2589699,0.728210279,1.12e-15,5.33e-14,"*",10.91,9.62,9.41,13.87,13.55,15.16
"ENSG00000235750.10","KIAA0040",5411.396822,3542.902312,-0.611069352,1.12e-15,5.33e-14,"*",48.16,52.52,49.35,36.56,29.28,32.09
"ENSG00000139289.13","PHLDA1",13526.17798,10418.51645,-0.376604383,1.12e-15,5.33e-14,"*",86.63,85.26,80.97,66.55,64.27,65.27
"ENSG00000135916.16","ITM2C",10441.96963,7490.323133,-0.479294005,1.12e-15,5.33e-14,"*",209.85,214.66,229.5,163.01,164.96,151.02
"ENSG00000196937.11","FAM3C",12533.70164,8536.263477,-0.554135944,1.25e-15,5.9e-14,"*",204.79,207.35,197.63,123.9,144.84,154.86
"ENSG00000160957.13","RECQL4",3728.510905,5508.258489,0.562996702,1.38e-15,6.5e-14,"*",51.63,49.43,55.89,84.98,75.44,87.66
"ENSG00000163947.11","ARHGEF3",1427.700195,941.1192701,-0.601243582,1.41e-15,6.64e-14,"*",17.23,18.1,16.16,10.94,11.5,11.43
"ENSG00000160789.20","LMNA",19090.50302,14585.16287,-0.38835362,1.42e-15,6.64e-14,"*",314.06,323.68,334.35,248.67,261.39,251.48
"ENSG00000143320.9","CRABP2",8214.972941,6068.063766,-0.437019577,1.68e-15,7.85e-14,"*",399.23,411.11,434.45,312.32,321.77,311.28
"ENSG00000071575.11","TRIB2",1068.34696,680.2895809,-0.651159359,1.88e-15,8.79e-14,"*",13.74,14.66,14.79,9.33,9.09,9.49
"ENSG00000065328.16","MCM10",1241.230951,1857.013925,0.581213056,1.9e-15,8.85e-14,"*",13.05,13.49,11.61,19.61,17.92,18.7
"ENSG00000173334.4","TRIB1",9703.352357,7247.666853,-0.42096662,1.98e-15,9.2e-14,"*",118.91,124.94,123.27,88.76,80.91,91.26
"ENSG00000124160.12","NCOA5",1456.91632,2276.498284,0.643898355,2.08e-15,9.6e-14,"*",18.44,21.22,18.78,26.65,32.16,28.43
